id,premise,hypothesis,lang_abv,language,label
37daade8b2,exhibitions are often held in the splendid entrance hall,the exhibitions in the entrance hall are usually the most exciting,en,English,1
0e3407b62b,we have done that spectacularly,spectacular results was the only way to describe the impact of our past work,en,English,1
af0442b387,the rock has a soft texture and can be bought in a variety of shapes,the texture of the rock comes from the way that it is formed,en,English,1
bccdbbea58,and that you re very much right but the jury may or may not see it that way so you get a little anticipate you know anxious there and go well you know,even though you re correct the jury might think differently,en,English,0
851cd268d5,at 79 m 260 ft wide and 36 m 118 ft high it was built by the ptolemies during a total reconstruction of the temple in the years 237 105 b c,the ptolomies built many temples that were as big,en,English,1
2acff2ac64,while it s probably true that democracies are unlikely to go to war unless they re attacked sometimes they are the first to take the offensive,democracies will probably go to war just over economic issues,en,English,2
e56010e429,we know they will have to come from the south but that gives them a space as wide as the town in which to launch their attack,the south is totally protected against an attack,en,English,2
7358404384,alternatively there are sousa and goncalves rua do castanheiro 47 and unibasket rua do carmo 42 tel 291 226 925 both in funchal,there are other places in funchal,en,English,0
78286d5a27,or just a philosophy of any weapon to hand,they don t allow any weapon,en,English,2
5d2ecc6e73,acquaintances of mine have become orthodox because of the codes,my acquaintances shied away from becoming orthodox because of the codes,en,English,2
1a147559b0,she wears either revealing clothes or professional clothes or perhaps both,sometimes her cleavage is showing and sometimes she s all covered up,en,English,1
9033e305e7,founded in 1979 affirm s members include information resource management professionals within the federal academic and industry sectors,affirm recruits the top members in the management professions,en,English,1
5b951e5763,whether a government postal service can engage in these kinds of negotiations deserves serious study,it is already certain that the postal service can engage in these negotiations,en,English,2
231171a635,you wonder whether he could win a general election coming out of the right lane of the democratic party,he might run in a general election for governor while he is a conservative democrat,en,English,1
30295e09c8,yep see we have cable here,yes we have cable here,en,English,0
2065a2af4f,the vineyards hug the gentle slopes between the vosges and the rhine valley along a single narrow 120 km 75 mile strip that stretches from marlenheim just west of strasbourg down to thann outside mulhouse,the slopes between the vosges and rhine valley are the only place appropriate for vineyards,en,English,1
e6bba6baa6,michael b wachter of the university of pennsylvania and his colleagues conclude that there is a wage and fringe benefit premium for the postal bargaining labor force of 29,wachter teaches economics at the university of pennsylvania,en,English,1
d6f8ff2b21,this fellow is flying a hot air balloon and suddenly realizes he is lost,this fellow is flying a hot air balloon and knows of his own whereabouts,en,English,2
